;QUARTO_INFOS;GARAGEM_INFOS;BANHEIROS_INFOS;AREA_SEGMENTADA;BAIRRO;FAIXA_PRECOS
4320;1 quarto;2 vagas de garagem;1 banheiro;(12.999, 60.0];Pituba;(300000.0, 450000.0]
4321;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Amaralina;(-0.001, 300000.0]
4322;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Rio Vermelho;(450000.0, 650000.0]
4323;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Graça;(650000.0, 1140000.0]
4324;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Candeal;(-0.001, 300000.0]
4325;2 quartos;2 vagas de garagem;1 banheiro;(12.999, 60.0];Nova Brasília;(-0.001, 300000.0]
4326;3 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Graça;(650000.0, 1140000.0]
4327;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Itaigara;(650000.0, 1140000.0]
4328;3 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
4329;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(650000.0, 1140000.0]
4330;3 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Paralela;(300000.0, 450000.0]
4331;2 quartos;2 vagas de garagem;2 banheiros;(12.999, 60.0];Cabula;(-0.001, 300000.0]
4332;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Barra;(450000.0, 650000.0]
4333;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jaguaribe;(1140000.0, 88000000.0]
4334;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Itaigara;(650000.0, 1140000.0]
4335;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Jardim Nova Esperança;(-0.001, 300000.0]
4336;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Massaranduba;(-0.001, 300000.0]
4337;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Itaigara;(300000.0, 450000.0]
4338;4 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
4339;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(-0.001, 300000.0]
4340;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Rio Vermelho;(650000.0, 1140000.0]
4341;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Vitória;(650000.0, 1140000.0]
4342;2 quartos;;1 banheiro;(12.999, 60.0];Boca da Mata;(-0.001, 300000.0]
4343;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Imbuí;(300000.0, 450000.0]
4344;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Candeal;(450000.0, 650000.0]
4345;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Dois de Julho;(650000.0, 1140000.0]
4346;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Dois de Julho;(650000.0, 1140000.0]
4347;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(450000.0, 650000.0]
4348;3 quartos;;3 banheiros;(80.0, 110.0];Vila Laura;(450000.0, 650000.0]
4349;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Brotas;(-0.001, 300000.0]
4350;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4351;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Cabula;(-0.001, 300000.0]
4352;1 quarto;;1 banheiro;(12.999, 60.0];Caminho das Árvores;(-0.001, 300000.0]
4353;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Alphaville I;(1140000.0, 88000000.0]
4354;2 quartos;1 vaga de garagem;1 banheiro;(80.0, 110.0];Brotas;(-0.001, 300000.0]
4355;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Horto Florestal;(450000.0, 650000.0]
4356;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Boca do Rio;(450000.0, 650000.0]
4357;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(-0.001, 300000.0]
4358;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4359;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Alphaville I;(1140000.0, 88000000.0]
4360;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
4361;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(450000.0, 650000.0]
4362;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Jaguaribe;(300000.0, 450000.0]
4363;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4364;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4365;3 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4366;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Candeal;(300000.0, 450000.0]
4367;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Stiep;(300000.0, 450000.0]
4368;2 quartos;;3 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
4369;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Vitória;(450000.0, 650000.0]
4370;3 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Boca do Rio;(-0.001, 300000.0]
4371;2 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
4372;1 quarto;1 vaga de garagem;2 banheiros;(12.999, 60.0];Barra;(450000.0, 650000.0]
4373;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Vila Laura;(-0.001, 300000.0]
4374;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Caminho das Árvores;(450000.0, 650000.0]
4375;1 quarto;1 vaga de garagem;2 banheiros;(12.999, 60.0];Patamares;(450000.0, 650000.0]
4376;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Imbuí;(650000.0, 1140000.0]
4377;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Imbuí;(650000.0, 1140000.0]
4378;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Itapuã;(450000.0, 650000.0]
4379;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Graça;(450000.0, 650000.0]
4380;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Ondina;(650000.0, 1140000.0]
4381;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Chame-Chame;(300000.0, 450000.0]
4382;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4383;3 quartos;1 vaga de garagem;4 banheiros;(110.0, 163.0];Piatã;(450000.0, 650000.0]
4384;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(300000.0, 450000.0]
4385;4 quartos;3 vagas de garagem;2 banheiros;(110.0, 163.0];Caminho das Árvores;(1140000.0, 88000000.0]
4386;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4387;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Alto do Coqueirinho;(-0.001, 300000.0]
4388;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Engenho Velho da Federação;(650000.0, 1140000.0]
4389;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Caminho das Árvores;(450000.0, 650000.0]
4390;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Paralela;(450000.0, 650000.0]
4391;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(450000.0, 650000.0]
4392;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Stiep;(450000.0, 650000.0]
4393;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Stiep;(300000.0, 450000.0]
4394;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
4395;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];São Marcos;(-0.001, 300000.0]
4396;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
4397;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Caminho das Árvores;(1140000.0, 88000000.0]
4398;2 quartos;;2 banheiros;(80.0, 110.0];Monte Serrat;(300000.0, 450000.0]
4399;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Brotas;(300000.0, 450000.0]
4400;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(450000.0, 650000.0]
4401;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Armação;(450000.0, 650000.0]
4402;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Stiep;(300000.0, 450000.0]
4403;3 quartos;3 vagas de garagem;2 banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
4404;4 quartos;4 vagas de garagem;3 banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4405;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Federação;(450000.0, 650000.0]
4406;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
4407;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(450000.0, 650000.0]
4408;2 quartos;;1 banheiro;(60.0, 80.0];São Marcos;(-0.001, 300000.0]
4409;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Armação;(650000.0, 1140000.0]
4410;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4411;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
4412;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(1140000.0, 88000000.0]
4413;4 quartos;;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
4414;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Trobogy;(-0.001, 300000.0]
4415;2 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Armação;(450000.0, 650000.0]
4416;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(450000.0, 650000.0]
4417;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Boca do Rio;(300000.0, 450000.0]
4418;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4419;2 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4420;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Barra;(650000.0, 1140000.0]
4421;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Chame-Chame;(-0.001, 300000.0]
4422;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Piatã;(300000.0, 450000.0]
4423;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Pituba;(650000.0, 1140000.0]
4424;3 quartos;;2 banheiros;(80.0, 110.0];Brotas;(-0.001, 300000.0]
4425;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Barra;(450000.0, 650000.0]
4426;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Vitória;(-0.001, 300000.0]
4427;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Itapuã;(300000.0, 450000.0]
4428;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Caminho das Árvores;(650000.0, 1140000.0]
4429;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Itaigara;(650000.0, 1140000.0]
4430;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Jaguaribe;(650000.0, 1140000.0]
4431;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Costa Azul;(450000.0, 650000.0]
4432;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
4433;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4434;2 quartos;;2 banheiros;(60.0, 80.0];Dois de Julho;(-0.001, 300000.0]
4435;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
4436;3 quartos;1 vaga de garagem;2 banheiros;(163.0, 4126.0];Nazaré;(300000.0, 450000.0]
4437;3 quartos;;3 banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
4438;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Graça;(450000.0, 650000.0]
4439;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Candeal;(1140000.0, 88000000.0]
4440;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Caminho das Árvores;(300000.0, 450000.0]
4441;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
4442;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Santa Cruz;(-0.001, 300000.0]
4443;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(650000.0, 1140000.0]
4444;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4445;2 quartos;1 vaga de garagem;4 banheiros;(110.0, 163.0];Vitória;(1140000.0, 88000000.0]
4446;2 quartos;;1 banheiro;(60.0, 80.0];Barreiras;(-0.001, 300000.0]
4447;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(650000.0, 1140000.0]
4448;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Canela;(300000.0, 450000.0]
4449;4 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4450;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Armação;(450000.0, 650000.0]
4451;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
4452;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Armação;(450000.0, 650000.0]
4453;2 quartos;;1 banheiro;(80.0, 110.0];Armação;(650000.0, 1140000.0]
4454;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4455;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Caminho das Árvores;(300000.0, 450000.0]
4456;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Garcia;(-0.001, 300000.0]
4457;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
4458;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Chame-Chame;(300000.0, 450000.0]
4459;2 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Ondina;(650000.0, 1140000.0]
4460;3 quartos;2 vagas de garagem;1 banheiro;(110.0, 163.0];Itaigara;(650000.0, 1140000.0]
4461;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4462;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4463;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Ondina;(1140000.0, 88000000.0]
4464;2 quartos;2 vagas de garagem;1 banheiro;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
4465;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(450000.0, 650000.0]
4466;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Graça;(450000.0, 650000.0]
4467;3 quartos;1 vaga de garagem;1 banheiro;(80.0, 110.0];Vitória;(450000.0, 650000.0]
4468;1 quarto;;1 banheiro;(12.999, 60.0];Nazaré;(-0.001, 300000.0]
4469;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Arraial do Retiro;(-0.001, 300000.0]
4470;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
4471;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Alphaville I;(650000.0, 1140000.0]
4472;1 quarto;2 vagas de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4473;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Costa Azul;(450000.0, 650000.0]
4474;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Armação;(450000.0, 650000.0]
4475;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Imbuí;(-0.001, 300000.0]
4476;2 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4477;2 quartos;;1 banheiro;(12.999, 60.0];Itapuã;(-0.001, 300000.0]
4478;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Patamares;(650000.0, 1140000.0]
4479;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4480;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Piatã;(1140000.0, 88000000.0]
4481;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Caminho das Árvores;(300000.0, 450000.0]
4482;3 quartos;4 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Caminho das Árvores;(1140000.0, 88000000.0]
4483;2 quartos;2 vagas de garagem;1 banheiro;(12.999, 60.0];Nova Brasília;(-0.001, 300000.0]
4484;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4485;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(1140000.0, 88000000.0]
4486;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Imbuí;(300000.0, 450000.0]
4487;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Itaigara;(450000.0, 650000.0]
4488;3 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Rio Vermelho;(650000.0, 1140000.0]
4489;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(450000.0, 650000.0]
4490;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Rio Vermelho;(300000.0, 450000.0]
4491;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Itapuã;(650000.0, 1140000.0]
4492;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4493;2 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Pituba;(300000.0, 450000.0]
4494;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Horto Florestal;(1140000.0, 88000000.0]
4495;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Arraial do Retiro;(-0.001, 300000.0]
4496;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Brotas;(300000.0, 450000.0]
4497;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Alphaville I;(650000.0, 1140000.0]
4498;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Paralela;(-0.001, 300000.0]
4499;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Brotas;(300000.0, 450000.0]
4500;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
4501;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4502;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
4503;3 quartos;1 vaga de garagem;1 banheiro;(60.0, 80.0];Narandiba;(300000.0, 450000.0]
4504;3 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
4505;3 quartos;3 vagas de garagem;3 banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
4506;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Candeal;(450000.0, 650000.0]
4507;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
4508;2 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4509;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(450000.0, 650000.0]
4510;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4511;2 quartos;3 vagas de garagem;3 banheiros;(80.0, 110.0];Horto Florestal;(650000.0, 1140000.0]
4512;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Canela;(300000.0, 450000.0]
4513;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4514;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Armação;(300000.0, 450000.0]
4515;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Jardim Apipema;(300000.0, 450000.0]
4516;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
4517;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
4518;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
4519;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Trobogy;(-0.001, 300000.0]
4520;3 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Pituba;(450000.0, 650000.0]
4521;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Cabula;(300000.0, 450000.0]
4522;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Costa Azul;(300000.0, 450000.0]
4523;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Vila Laura;(450000.0, 650000.0]
4524;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Trobogy;(-0.001, 300000.0]
4525;1 quarto;;1 banheiro;(12.999, 60.0];Rio Vermelho;(300000.0, 450000.0]
4526;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Armação;(650000.0, 1140000.0]
4527;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Brotas;(300000.0, 450000.0]
4528;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Rio Vermelho;(300000.0, 450000.0]
4529;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4530;4 quartos;3 vagas de garagem;2 banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
4531;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4532;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Stiep;(450000.0, 650000.0]
4533;4 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Alphaville I;(1140000.0, 88000000.0]
4534;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4535;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Canela;(300000.0, 450000.0]
4536;3 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
4537;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Dom Avelar;(-0.001, 300000.0]
4538;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];São Marcos;(-0.001, 300000.0]
4539;1 quarto;2 vagas de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(300000.0, 450000.0]
4540;3 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Canela;(450000.0, 650000.0]
4541;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Stella Maris;(450000.0, 650000.0]
4542;3 quartos;;1 banheiro;(60.0, 80.0];Canabrava;(-0.001, 300000.0]
4543;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(-0.001, 300000.0]
4544;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Horto Florestal;(650000.0, 1140000.0]
4545;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Itaigara;(1140000.0, 88000000.0]
4546;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Garcia;(300000.0, 450000.0]
4547;2 quartos;1 vaga de garagem;2 banheiros;(12.999, 60.0];Sussuarana;(-0.001, 300000.0]
4548;2 quartos;1 vaga de garagem;2 banheiros;(110.0, 163.0];Alto do Coqueirinho;(300000.0, 450000.0]
4549;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
4550;1 quarto;;2 banheiros;(12.999, 60.0];Federação;(-0.001, 300000.0]
4551;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Itaigara;(650000.0, 1140000.0]
4552;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Pituaçu;(300000.0, 450000.0]
4553;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];São Marcos;(-0.001, 300000.0]
4554;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Matatu;(300000.0, 450000.0]
4555;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
4556;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Stella Maris;(300000.0, 450000.0]
4557;3 quartos;2 vagas de garagem;1 banheiro;(60.0, 80.0];Armação;(450000.0, 650000.0]
4558;4 quartos;1 vaga de garagem;3 banheiros;(163.0, 4126.0];Barra;(300000.0, 450000.0]
4559;3 quartos;1 vaga de garagem;2 banheiros;(80.0, 110.0];Barra;(650000.0, 1140000.0]
4560;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Alphaville I;(650000.0, 1140000.0]
4561;3 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Imbuí;(450000.0, 650000.0]
4562;3 quartos;;2 banheiros;(80.0, 110.0];Pituba;(300000.0, 450000.0]
4563;3 quartos;2 vagas de garagem;2 banheiros;(163.0, 4126.0];Pituba;(450000.0, 650000.0]
4564;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Itaigara;(650000.0, 1140000.0]
4565;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Horto Florestal;(650000.0, 1140000.0]
4566;4 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Jardim Apipema;(1140000.0, 88000000.0]
4567;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Horto Florestal;(1140000.0, 88000000.0]
